"28128","37167","1"
"17842","42109","1"
"739","72041","1"
"98085",\N,"1"
"10106",\N,"1"
"18046","42077","1"
"46413",\N,"1"
"98132",\N,"1"
"962","72033","1"
"83244","16023","1"
"28444","37017","1"
"83405",\N,"1"
"28511","37031","1"
"18373",\N,"1"
"46783","18003","1"
"98303","53053","1"
"1112",\N,"1"
"46914","18103","1"
"10587",\N,"1"
"28642","37193","1"
"68366","31025","1"
"56125","27101","1"
"36472",\N,"1"
"10781",\N,"1"
"84000",\N,"1"
"47115","18061","1"
"56220","27073","1"
"28738",\N,"1"
"18919",\N,"1"
"47236",\N,"1"
"56327","27041","1"
"95085",\N,"1"
"68823","31071","1"
"11100",\N,"1"
"28942",\N,"1"
"84195",\N,"1"
"47420","18093","1"
